"시간","서버","채널","사용내용"
"2026-05-27 00:44:40","미닝 서포트서버","❤️1채널","/가입"
"2026-05-27 00:44:41","미닝 서포트서버","❤️1채널","/가입"
"2026-05-27 00:44:46","미닝 서포트서버","❤️1채널","/출석체크"
"2026-05-27 00:44:49","미닝 서포트서버","❤️1채널","/농사"
"2026-05-27 00:44:55","미닝 서포트서버","❤️1채널","/낚시 금액:60000"
"2026-05-27 00:44:55","미닝 서포트서버","❤️1채널","[결과] 낚시 결과: **낚시 성공** / 배팅:60,000원 / 변동:240,000원 / 잔액:300,000원"
"2026-05-27 00:45:03","미닝 서포트서버","❤️1채널","/낚시 금액:300000"
"2026-05-27 00:45:03","미닝 서포트서버","❤️1채널","[결과] 낚시 결과: **낚시 성공** / 배팅:300,000원 / 변동:900,000원 / 잔액:1,200,000원"
"2026-05-27 00:45:13","미닝 서포트서버","❤️1채널","/낚시 금액:1200000"
"2026-05-27 00:45:13","미닝 서포트서버","❤️1채널","[결과] 낚시 결과: **낚시 실패** / 배팅:1,200,000원 / 변동:-1,200,000원 / 잔액:0원"
"2026-05-27 00:45:21","미닝 서포트서버","❤️1채널","/전리품"
"2026-05-27 00:45:21","미닝 서포트서버","❤️1채널","[결과] 전리품 결과: 중급 / 획득:2,000,000원 / 잔액:2,000,000원"
"2026-05-27 00:45:27","미닝 서포트서버","❤️1채널","/복권"
"2026-05-27 00:45:29","미닝 서포트서버","❤️1채널","[버튼 클릭] customId:lotto_sheep"
"2026-05-27 00:45:29","미닝 서포트서버","❤️1채널","[결과] 복권 결과: 실패 / 선택:sheep / 잔액:2,000,000원"
"2026-05-27 00:45:36","미닝 서포트서버","❤️1채널","/낚시 금액:2000000"
"2026-05-27 00:45:36","미닝 서포트서버","❤️1채널","[결과] 낚시 결과: **낚시 성공** / 배팅:2,000,000원 / 변동:14,000,000원 / 잔액:16,000,000원"
"2026-05-27 00:45:43","미닝 서포트서버","❤️1채널","/상점"
"2026-05-27 00:45:46","미닝 서포트서버","❤️1채널","[선택 메뉴] customId:shop_select 값:questionBox"
"2026-05-27 00:45:50","미닝 서포트서버","❤️1채널","[선택 메뉴] customId:shop_select 값:questionBox"
"2026-05-27 00:45:53","미닝 서포트서버","❤️1채널","/가방"
"2026-05-27 00:45:55","미닝 서포트서버","❤️1채널","[선택 메뉴] customId:bag_select 값:questionBox"
"2026-05-27 00:45:57","미닝 서포트서버","❤️1채널","[버튼 클릭] customId:open_questionBox"
"2026-05-27 00:46:03","미닝 서포트서버","❤️1채널","/가방"
"2026-05-27 00:46:06","미닝 서포트서버","❤️1채널","[선택 메뉴] customId:bag_select 값:questionBox"
"2026-05-27 00:46:08","미닝 서포트서버","❤️1채널","[버튼 클릭] customId:open_questionBox"
"2026-05-27 00:46:14","미닝 서포트서버","❤️1채널","/작물시세"
"2026-05-27 00:46:23","미닝 서포트서버","❤️1채널","/작물판매 작물:strawberry 개수:169"
"2026-05-27 00:46:44","미닝 서포트서버","❤️1채널","[선택 메뉴] customId:shop_select 값:weapon15"
"2026-05-27 00:46:53","미닝 서포트서버","❤️1채널","/낚시 금액:8452670"
"2026-05-27 00:46:53","미닝 서포트서버","❤️1채널","[결과] 낚시 결과: **낚시 실패** / 배팅:8,452,670원 / 변동:-8,452,670원 / 잔액:0원"
"2026-05-27 00:47:02","미닝 서포트서버","❤️1채널","/작물판매 작물:apple 개수:1"
"2026-05-27 00:47:08","미닝 서포트서버","❤️1채널","/농사"
"2026-05-27 00:47:17","미닝 서포트서버","❤️1채널","/낚시 금액:38083797"
"2026-05-27 00:47:17","미닝 서포트서버","❤️1채널","[결과] 낚시 결과: **낚시 성공** / 배팅:38,083,797원 / 변동:266,586,579원 / 잔액:304,670,376원"
