"시간","서버","채널","사용내용"
"2026-07-13 14:14:30","야끼 가만듣 서버","미닝","/가입"
"2026-07-13 14:15:10","야끼 가만듣 서버","미닝","/가위바위보 배팅액:1000"
"2026-07-13 14:15:14","야끼 가만듣 서버","미닝","[버튼 클릭] customId:rps_rock_1000"
"2026-07-13 14:15:14","야끼 가만듣 서버","미닝","[결과] 가위바위보 결과: win / 선택:✊ / 봇:✌️ / 배팅:1,000원 / 변동:3,000원 / 잔액:53,000원"
"2026-07-13 14:16:25","야끼 가만듣 서버","미닝","/탐험"
"2026-07-13 14:16:39","야끼 가만듣 서버","미닝","/카페"
"2026-07-13 14:16:48","야끼 가만듣 서버","미닝","/농사"
"2026-07-13 14:16:58","야끼 가만듣 서버","미닝","/농사"
"2026-07-14 08:05:51","야끼 가만듣 서버","미닝","/농사"
"2026-07-14 08:06:06","야끼 가만듣 서버","미닝","/가위바위보 배팅액:1000"
"2026-07-14 08:06:09","야끼 가만듣 서버","미닝","[버튼 클릭] customId:rps_rock_1000"
"2026-07-14 08:06:09","야끼 가만듣 서버","미닝","[결과] 가위바위보 결과: win / 선택:✊ / 봇:✌️ / 배팅:1,000원 / 변동:3,000원 / 잔액:51,130원"
"2026-07-14 08:06:23","야끼 가만듣 서버","미닝","/강화"
"2026-07-14 08:06:26","야끼 가만듣 서버","미닝","[버튼 클릭] customId:upgrade_1783983983798"
"2026-07-14 08:06:32","야끼 가만듣 서버","미닝","[버튼 클릭] customId:upgrade_1783983986760"
"2026-07-14 08:06:39","야끼 가만듣 서버","미닝","[버튼 클릭] customId:upgrade_1783983993210"
"2026-07-14 08:06:44","야끼 가만듣 서버","미닝","[버튼 클릭] customId:upgrade_1783984000222"
"2026-07-14 08:06:49","야끼 가만듣 서버","미닝","[버튼 클릭] customId:upgrade_1783984005387"
"2026-07-14 08:06:54","야끼 가만듣 서버","미닝","[버튼 클릭] customId:upgrade_1783984009379"
"2026-07-14 08:07:04","야끼 가만듣 서버","미닝","[버튼 클릭] customId:upgrade_1783984014609"
"2026-07-14 08:07:09","야끼 가만듣 서버","미닝","[버튼 클릭] customId:upgrade_1783984024678"
"2026-07-14 08:07:16","야끼 가만듣 서버","미닝","[버튼 클릭] customId:stop"
"2026-07-14 08:07:31","야끼 가만듣 서버","미닝","/경험치"
"2026-07-14 08:07:34","야끼 가만듣 서버","미닝","[버튼 클릭] customId:heart_exp_reward"
"2026-07-14 08:08:07","야끼 가만듣 서버","미닝","[버튼 클릭] customId:heart_exp_reward"
"2026-07-14 08:08:25","야끼 가만듣 서버","미닝","/공격"
"2026-07-14 08:08:46","야끼 가만듣 서버","미닝","/공격"
"2026-07-14 08:09:07","야끼 가만듣 서버","미닝","/낚시 금액:1000"
"2026-07-14 08:09:39","야끼 가만듣 서버","미닝","/농사"
"2026-07-14 08:09:51","야끼 가만듣 서버","미닝","/농사"
"2026-07-14 08:09:55","야끼 가만듣 서버","미닝","/농사"
"2026-07-14 08:10:03","야끼 가만듣 서버","미닝","/농사"
"2026-07-14 08:10:10","야끼 가만듣 서버","미닝","/농사"
"2026-07-14 08:10:41","야끼 가만듣 서버","미닝","/로또 금액:5000"
"2026-07-14 08:10:41","야끼 가만듣 서버","미닝","[결과] 로또 결과: **3등 당첨** / 배팅:5,000원 / 변동:5,000원 / 잔액:24,369원"
"2026-07-14 08:11:07","야끼 가만듣 서버","미닝","/배그 금액:5000"
"2026-07-14 08:11:07","야끼 가만듣 서버","미닝","[결과] 배그 결과: 골드 / 배팅:5,000원 / 변동:5,000원 / 잔액:29,369원"
"2026-07-14 08:11:39","야끼 가만듣 서버","미닝","/배그 금액:5000"
"2026-07-14 08:11:40","야끼 가만듣 서버","미닝","[결과] 배그 결과: 브론즈 / 배팅:5,000원 / 변동:-10,000원 / 잔액:19,369원"
"2026-07-14 08:11:59","야끼 가만듣 서버","미닝","/배그 금액:5000"
