"시간","서버","채널","사용내용"
"2026-05-14 09:26:03","미닝 서포트서버","🧡2채널","/출석체크"
"2026-05-14 09:26:09","미닝 서포트서버","🧡2채널","/공격"
"2026-05-14 09:26:23","미닝 서포트서버","🧡2채널","/로또 금액:33370868"
"2026-05-14 09:26:23","미닝 서포트서버","🧡2채널","[결과] 로또 결과: **소매치기 등장** / 배팅:33,370,868원 / 변동:-100,112,604원 / 잔액:-66,741,736원"
"2026-05-14 09:26:27","미닝 서포트서버","🧡2채널","/파산신청"
"2026-05-14 09:26:32","미닝 서포트서버","🧡2채널","/가방"
"2026-05-14 09:26:35","미닝 서포트서버","🧡2채널","[선택 메뉴] customId:bag_select 값:repairStone"
"2026-05-14 09:26:39","미닝 서포트서버","🧡2채널","[유저 선택] customId:use_repairStone 유저:440749263308324865"
"2026-05-14 09:27:03","미닝 서포트서버","🧡2채널","/전리품"
"2026-05-14 09:27:04","미닝 서포트서버","🧡2채널","[결과] 전리품 결과: 하급 / 획득:500,000원 / 잔액:-32,870,868원"
"2026-05-15 00:02:56","미닝 서포트서버","🧡2채널","/출석체크"
"2026-05-15 00:02:58","미닝 서포트서버","🧡2채널","/농사"
"2026-05-15 00:03:01","미닝 서포트서버","🧡2채널","/파산신청"
"2026-05-15 00:03:04","미닝 서포트서버","🧡2채널","/공격"
"2026-05-15 00:03:09","미닝 서포트서버","🧡2채널","/강화"
"2026-05-15 00:03:23","미닝 서포트서버","🧡2채널","/로또 금액:5000"
"2026-05-15 00:03:23","미닝 서포트서버","🧡2채널","[결과] 로또 결과: **1등 당첨** / 배팅:5,000원 / 변동:35,000원 / 잔액:33,395,000원"
"2026-05-15 00:03:26","미닝 서포트서버","🧡2채널","/로또 금액:5000"
"2026-05-15 00:03:26","미닝 서포트서버","🧡2채널","[결과] 로또 결과: **소매치기 등장** / 배팅:5,000원 / 변동:-15,000원 / 잔액:33,380,000원"
"2026-05-15 00:03:27","미닝 서포트서버","🧡2채널","/로또 금액:5000"
"2026-05-15 00:03:27","미닝 서포트서버","🧡2채널","[결과] 로또 결과: **소매치기 등장** / 배팅:5,000원 / 변동:-15,000원 / 잔액:33,365,000원"
"2026-05-15 00:03:29","미닝 서포트서버","🧡2채널","/로또 금액:5000"
"2026-05-15 00:03:29","미닝 서포트서버","🧡2채널","[결과] 로또 결과: **3등 당첨** / 배팅:5,000원 / 변동:5,000원 / 잔액:33,370,000원"
"2026-05-15 00:03:37","미닝 서포트서버","🧡2채널","/로또 금액:33370000"
"2026-05-15 00:03:37","미닝 서포트서버","🧡2채널","[결과] 로또 결과: **3등 당첨** / 배팅:33,370,000원 / 변동:33,370,000원 / 잔액:66,740,000원"
"2026-05-15 00:05:22","미닝 서포트서버","🧡2채널","/강화"
"2026-05-15 00:05:24","미닝 서포트서버","🧡2채널","[버튼 클릭] customId:upgrade"
"2026-05-15 00:05:27","미닝 서포트서버","🧡2채널","[버튼 클릭] customId:stop"
"2026-05-15 00:06:09","미닝 서포트서버","🧡2채널","/로또 금액:28000000"
"2026-05-15 00:06:09","미닝 서포트서버","🧡2채널","[결과] 로또 결과: **낙첨** / 배팅:28,000,000원 / 변동:-28,000,000원 / 잔액:50,000원"
"2026-05-15 02:22:37","미닝 서포트서버","🧡2채널","/출석체크"
"2026-05-15 02:22:40","미닝 서포트서버","🧡2채널","/파산신청"
"2026-05-15 02:22:43","미닝 서포트서버","🧡2채널","/공격"
"2026-05-16 01:53:24","미닝 서포트서버","🧡2채널","/출석체크"
"2026-05-16 01:53:29","미닝 서포트서버","🧡2채널","/공격"
"2026-05-16 01:53:35","미닝 서포트서버","🧡2채널","/로또 금액:5000"
"2026-05-16 01:53:35","미닝 서포트서버","🧡2채널","[결과] 로또 결과: **3등 당첨** / 배팅:5,000원 / 변동:5,000원 / 잔액:28,985,000원"
"2026-05-16 01:53:38","미닝 서포트서버","🧡2채널","/로또 금액:5000"
"2026-05-16 01:53:38","미닝 서포트서버","🧡2채널","[결과] 로또 결과: **소매치기 등장** / 배팅:5,000원 / 변동:-15,000원 / 잔액:28,970,000원"
"2026-05-16 01:53:40","미닝 서포트서버","🧡2채널","/로또 금액:5000"
"2026-05-16 01:53:40","미닝 서포트서버","🧡2채널","[결과] 로또 결과: **3등 당첨** / 배팅:5,000원 / 변동:5,000원 / 잔액:28,975,000원"
"2026-05-16 01:53:42","미닝 서포트서버","🧡2채널","/로또 금액:5000"
"2026-05-16 01:53:42","미닝 서포트서버","🧡2채널","[결과] 로또 결과: **낙첨** / 배팅:5,000원 / 변동:-5,000원 / 잔액:28,970,000원"
"2026-05-16 01:53:49","미닝 서포트서버","🧡2채널","/로또 금액:28970000"
"2026-05-16 01:53:49","미닝 서포트서버","🧡2채널","[결과] 로또 결과: **2등 당첨** / 배팅:28,970,000원 / 변동:86,910,000원 / 잔액:115,880,000원"
"2026-05-16 01:53:58","미닝 서포트서버","🧡2채널","/로또 금액:115880000"
"2026-05-16 01:53:58","미닝 서포트서버","🧡2채널","[결과] 로또 결과: **로또용지 분실** / 배팅:115,880,000원 / 변동:-811,160,000원 / 잔액:-695,280,000원"
"2026-05-16 01:54:01","미닝 서포트서버","🧡2채널","/파산신청"
"2026-05-19 17:50:54","미닝 서포트서버","🧡2채널","/출석체크"
"2026-05-19 17:50:58","미닝 서포트서버","🧡2채널","/전리품"
"2026-05-19 17:50:58","미닝 서포트서버","🧡2채널","[결과] 전리품 결과: 하급 / 획득:500,000원 / 잔액:810,000원"
"2026-05-19 17:50:59","미닝 서포트서버","🧡2채널","/공격"
"2026-05-19 17:51:09","미닝 서포트서버","🧡2채널","/송금 유저:367948871151910913 금액:20000000"
