"시간","서버","채널","사용내용"
"2026-06-22 22:58:15","𝐀𝐂𝐑𝐎𝐕𝐀","test","/경험치지급 유저:1456858294294679735 종류:farm 수량:1000"
"2026-06-22 22:58:19","𝐀𝐂𝐑𝐎𝐕𝐀","test","/가입"
"2026-06-22 22:58:29","𝐀𝐂𝐑𝐎𝐕𝐀","test","/경험치지급 유저:1456858294294679735 종류:farm 수량:1000"
"2026-06-22 22:59:06","𝐀𝐂𝐑𝐎𝐕𝐀","test","/가위바위보 배팅액:1000"
"2026-06-22 22:59:10","𝐀𝐂𝐑𝐎𝐕𝐀","test","[버튼 클릭] customId:rps_scissors_1000"
"2026-06-22 22:59:10","𝐀𝐂𝐑𝐎𝐕𝐀","test","[결과] 가위바위보 결과: win / 선택:✌️ / 봇:✋ / 배팅:1,000원 / 변동:3,000원 / 잔액:53,000원"
"2026-06-22 22:59:21","𝐀𝐂𝐑𝐎𝐕𝐀","test","/가위바위보 배팅액:1000"
"2026-06-22 22:59:24","𝐀𝐂𝐑𝐎𝐕𝐀","test","[버튼 클릭] customId:rps_scissors_1000"
"2026-06-22 22:59:25","𝐀𝐂𝐑𝐎𝐕𝐀","test","[결과] 가위바위보 결과: lose / 선택:✌️ / 봇:✊ / 배팅:1,000원 / 변동:3,000원 / 잔액:50,000원"
"2026-06-22 22:59:32","𝐀𝐂𝐑𝐎𝐕𝐀","test","/가위바위보 배팅액:1000"
"2026-06-22 22:59:34","𝐀𝐂𝐑𝐎𝐕𝐀","test","[버튼 클릭] customId:rps_scissors_1000"
"2026-06-22 22:59:34","𝐀𝐂𝐑𝐎𝐕𝐀","test","[결과] 가위바위보 결과: draw / 선택:✌️ / 봇:✌️ / 배팅:1,000원 / 변동:0원 / 잔액:50,000원"
"2026-06-22 23:00:05","𝐀𝐂𝐑𝐎𝐕𝐀","test","/펫상점"
"2026-06-22 23:00:28","𝐀𝐂𝐑𝐎𝐕𝐀","test","/로또 금액:50000"
"2026-06-22 23:00:28","𝐀𝐂𝐑𝐎𝐕𝐀","test","[결과] 로또 결과: **소매치기 등장** / 배팅:50,000원 / 변동:-150,000원 / 잔액:-100,000원"
"2026-06-22 23:01:34","𝐀𝐂𝐑𝐎𝐕𝐀","test","/파산신청"
"2026-06-22 23:01:51","𝐀𝐂𝐑𝐎𝐕𝐀","test","/통장잔고"
"2026-06-22 23:01:59","𝐀𝐂𝐑𝐎𝐕𝐀","test","/가입"
